ClinicID,ClinicName,Date,AppointmentCount,DayOfWeek,DayName,Day,Month,MonthName,Quarter,Year,WeekOfYear,IsWeekend,IsHoliday,HolidayName,SeasonFlag,Lag_1,Lag_7,Lag_14,Lag_28,RollingMean_7,RollingMean_14,RollingMean_28
1,Nexora Care - Riverside,2024-01-23,45,1,Tuesday,23,1,January,1,2024,4,0,False,No Holiday,Flu Season,63.0,12.0,17.0,,46.285714285714285,46.92857142857143,
1,Nexora Care - Riverside,2024-01-24,52,2,Wednesday,24,1,January,1,2024,4,0,False,No Holiday,Flu Season,45.0,81.0,55.0,,51.0,48.92857142857143,
1,Nexora Care - Riverside,2024-01-25,66,3,Thursday,25,1,January,1,2024,4,0,False,No Holiday,Flu Season,52.0,54.0,52.0,,46.857142857142854,48.714285714285715,
1,Nexora Care - Riverside,2024-01-26,49,4,Friday,26,1,January,1,2024,4,0,False,No Holiday,Flu Season,66.0,46.0,72.0,,48.57142857142857,49.714285714285715,
1,Nexora Care - Riverside,2024-01-27,9,5,Saturday,27,1,January,1,2024,4,1,False,No Holiday,Flu Season,49.0,47.0,71.0,,49.0,48.07142857142857,
1,Nexora Care - Riverside,2024-01-29,60,0,Monday,29,1,January,1,2024,5,0,False,No Holiday,Flu Season,9.0,21.0,51.0,,43.57142857142857,43.642857142857146,
1,Nexora Care - Riverside,2024-01-30,58,1,Tuesday,30,1,January,1,2024,5,0,False,No Holiday,Flu Season,60.0,63.0,15.0,,49.142857142857146,44.285714285714285,
1,Nexora Care - Riverside,2024-01-31,44,2,Wednesday,31,1,January,1,2024,5,0,False,No Holiday,Flu Season,58.0,45.0,12.0,,48.42857142857143,47.357142857142854,
1,Nexora Care - Riverside,2024-02-01,52,3,Thursday,1,2,February,1,2024,5,0,False,No Holiday,Flu Season,44.0,52.0,81.0,,48.285714285714285,49.642857142857146,
1,Nexora Care - Riverside,2024-02-02,47,4,Friday,2,2,February,1,2024,5,0,False,No Holiday,Flu Season,52.0,66.0,54.0,13.0,48.285714285714285,47.57142857142857,48.0
1,Nexora Care - Riverside,2024-02-03,22,5,Saturday,3,2,February,1,2024,5,1,False,No Holiday,Flu Season,47.0,49.0,46.0,75.0,45.57142857142857,47.07142857142857,49.214285714285715
1,Nexora Care - Riverside,2024-02-05,61,0,Monday,5,2,February,1,2024,6,0,False,No Holiday,Flu Season,22.0,9.0,47.0,66.0,41.714285714285715,45.357142857142854,47.32142857142857
1,Nexora Care - Riverside,2024-02-06,54,1,Tuesday,6,2,February,1,2024,6,0,False,No Holiday,Flu Season,61.0,60.0,21.0,62.0,49.142857142857146,46.357142857142854,47.142857142857146
1,Nexora Care - Riverside,2024-02-07,61,2,Wednesday,7,2,February,1,2024,6,0,False,No Holiday,Flu Season,54.0,58.0,63.0,36.0,48.285714285714285,48.714285714285715,46.857142857142854
1,Nexora Care - Riverside,2024-02-08,71,3,Thursday,8,2,February,1,2024,6,0,False,No Holiday,Flu Season,61.0,44.0,45.0,17.0,48.714285714285715,48.57142857142857,47.75
1,Nexora Care - Riverside,2024-02-09,55,4,Friday,9,2,February,1,2024,6,0,False,No Holiday,Flu Season,71.0,52.0,52.0,55.0,52.57142857142857,50.42857142857143,49.67857142857143
1,Nexora Care - Riverside,2024-02-10,19,5,Saturday,10,2,February,1,2024,6,1,False,No Holiday,Flu Season,55.0,47.0,66.0,52.0,53.0,50.642857142857146,49.67857142857143
1,Nexora Care - Riverside,2024-02-12,64,0,Monday,12,2,February,1,2024,7,0,False,No Holiday,Flu Season,19.0,22.0,49.0,72.0,49.0,47.285714285714285,48.5
1,Nexora Care - Riverside,2024-02-13,69,1,Tuesday,13,2,February,1,2024,7,0,False,No Holiday,Flu Season,64.0,61.0,9.0,71.0,55.0,48.357142857142854,48.214285714285715
1,Nexora Care - Riverside,2024-02-14,62,2,Wednesday,14,2,February,1,2024,7,0,False,No Holiday,Flu Season,69.0,54.0,60.0,51.0,56.142857142857146,52.642857142857146,48.142857142857146
1,Nexora Care - Riverside,2024-02-15,69,3,Thursday,15,2,February,1,2024,7,0,False,No Holiday,Flu Season,62.0,61.0,58.0,15.0,57.285714285714285,52.785714285714285,48.535714285714285
1,Nexora Care - Riverside,2024-02-16,38,4,Friday,16,2,February,1,2024,7,0,False,No Holiday,Flu Season,69.0,71.0,44.0,12.0,58.42857142857143,53.57142857142857,50.464285714285715
1,Nexora Care - Riverside,2024-02-17,20,5,Saturday,17,2,February,1,2024,7,1,False,No Holiday,Flu Season,38.0,55.0,52.0,81.0,53.714285714285715,53.142857142857146,51.392857142857146
1,Nexora Care - Riverside,2024-02-19,10,0,Monday,19,2,February,1,2024,8,0,True,Presidents' Day,Flu Season,20.0,19.0,47.0,54.0,48.714285714285715,50.857142857142854,49.214285714285715
1,Nexora Care - Riverside,2024-02-20,99,1,Tuesday,20,2,February,1,2024,8,0,False,No Holiday,Flu Season,10.0,64.0,22.0,46.0,47.42857142857143,48.214285714285715,47.642857142857146
1,Nexora Care - Riverside,2024-02-21,71,2,Wednesday,21,2,February,1,2024,8,0,False,No Holiday,Flu Season,99.0,69.0,61.0,47.0,52.42857142857143,53.714285714285715,49.535714285714285
1,Nexora Care - Riverside,2024-02-22,70,3,Thursday,22,2,February,1,2024,8,0,False,No Holiday,Flu Season,71.0,62.0,54.0,21.0,52.714285714285715,54.42857142857143,50.392857142857146
1,Nexora Care - Riverside,2024-02-23,66,4,Friday,23,2,February,1,2024,8,0,False,No Holiday,Flu Season,70.0,69.0,61.0,63.0,53.857142857142854,55.57142857142857,52.142857142857146
1,Nexora Care - Riverside,2024-02-24,18,5,Saturday,24,2,February,1,2024,8,1,False,No Holiday,Flu Season,66.0,38.0,71.0,45.0,53.42857142857143,55.92857142857143,52.25
1,Nexora Care - Riverside,2024-02-26,63,0,Monday,26,2,February,1,2024,9,0,False,No Holiday,Flu Season,18.0,20.0,55.0,52.0,50.57142857142857,52.142857142857146,51.285714285714285
1,Nexora Care - Riverside,2024-02-27,89,1,Tuesday,27,2,February,1,2024,9,0,False,No Holiday,Flu Season,63.0,10.0,19.0,66.0,56.714285714285715,52.714285714285715,51.67857142857143
1,Nexora Care - Riverside,2024-02-28,65,2,Wednesday,28,2,February,1,2024,9,0,False,No Holiday,Flu Season,89.0,99.0,64.0,49.0,68.0,57.714285714285715,52.5
1,Nexora Care - Riverside,2024-02-29,56,3,Thursday,29,2,February,1,2024,9,0,False,No Holiday,Flu Season,65.0,71.0,69.0,9.0,63.142857142857146,57.785714285714285,53.07142857142857
1,Nexora Care - Riverside,2024-03-01,42,4,Friday,1,3,March,1,2024,9,0,False,No Holiday,Allergy Season,56.0,70.0,62.0,60.0,61.0,56.857142857142854,54.75
1,Nexora Care - Riverside,2024-03-02,17,5,Saturday,2,3,March,1,2024,9,1,False,No Holiday,Allergy Season,42.0,66.0,69.0,58.0,57.0,55.42857142857143,54.107142857142854
1,Nexora Care - Riverside,2024-03-04,54,0,Monday,4,3,March,1,2024,10,0,False,No Holiday,Allergy Season,17.0,18.0,38.0,44.0,50.0,51.714285714285715,52.642857142857146
1,Nexora Care - Riverside,2024-03-05,51,1,Tuesday,5,3,March,1,2024,10,0,False,No Holiday,Allergy Season,54.0,63.0,20.0,52.0,55.142857142857146,52.857142857142854,53.0
1,Nexora Care - Riverside,2024-03-06,61,2,Wednesday,6,3,March,1,2024,10,0,False,No Holiday,Allergy Season,51.0,89.0,10.0,47.0,53.42857142857143,55.07142857142857,52.964285714285715
1,Nexora Care - Riverside,2024-03-07,53,3,Thursday,7,3,March,1,2024,10,0,False,No Holiday,Allergy Season,61.0,65.0,99.0,22.0,49.42857142857143,58.714285714285715,53.464285714285715
1,Nexora Care - Riverside,2024-03-08,56,4,Friday,8,3,March,1,2024,10,0,False,No Holiday,Allergy Season,53.0,56.0,71.0,61.0,47.714285714285715,55.42857142857143,54.57142857142857
1,Nexora Care - Riverside,2024-03-09,23,5,Saturday,9,3,March,1,2024,10,1,False,No Holiday,Allergy Season,56.0,42.0,70.0,54.0,47.714285714285715,54.357142857142854,54.392857142857146
1,Nexora Care - Riverside,2024-03-11,57,0,Monday,11,3,March,1,2024,11,0,False,No Holiday,Allergy Season,23.0,17.0,66.0,61.0,45.0,51.0,53.285714285714285
1,Nexora Care - Riverside,2024-03-12,65,1,Tuesday,12,3,March,1,2024,11,0,False,No Holiday,Allergy Season,57.0,54.0,18.0,71.0,50.714285714285715,50.357142857142854,53.142857142857146
1,Nexora Care - Riverside,2024-03-13,70,2,Wednesday,13,3,March,1,2024,11,0,False,No Holiday,Allergy Season,65.0,51.0,63.0,55.0,52.285714285714285,53.714285714285715,52.92857142857143
1,Nexora Care - Riverside,2024-03-14,46,3,Thursday,14,3,March,1,2024,11,0,False,No Holiday,Allergy Season,70.0,61.0,89.0,19.0,55.0,54.214285714285715,53.464285714285715
1,Nexora Care - Riverside,2024-03-15,49,4,Friday,15,3,March,1,2024,11,0,False,No Holiday,Allergy Season,46.0,53.0,65.0,64.0,52.857142857142854,51.142857142857146,54.42857142857143
1,Nexora Care - Riverside,2024-03-16,15,5,Saturday,16,3,March,1,2024,11,1,False,No Holiday,Allergy Season,49.0,56.0,56.0,69.0,52.285714285714285,50.0,53.892857142857146
1,Nexora Care - Riverside,2024-03-18,51,0,Monday,18,3,March,1,2024,12,0,False,No Holiday,Allergy Season,15.0,23.0,42.0,62.0,46.42857142857143,47.07142857142857,51.964285714285715
1,Nexora Care - Riverside,2024-03-19,51,1,Tuesday,19,3,March,1,2024,12,0,False,No Holiday,Allergy Season,51.0,57.0,17.0,69.0,50.42857142857143,47.714285714285715,51.57142857142857
1,Nexora Care - Riverside,2024-03-20,46,2,Wednesday,20,3,March,1,2024,12,0,False,No Holiday,Allergy Season,51.0,65.0,54.0,38.0,49.57142857142857,50.142857142857146,50.92857142857143
1,Nexora Care - Riverside,2024-03-21,44,3,Thursday,21,3,March,1,2024,12,0,False,No Holiday,Allergy Season,46.0,70.0,51.0,20.0,46.857142857142854,49.57142857142857,51.214285714285715
1,Nexora Care - Riverside,2024-03-22,53,4,Friday,22,3,March,1,2024,12,0,False,No Holiday,Allergy Season,44.0,46.0,61.0,10.0,43.142857142857146,49.07142857142857,52.07142857142857
1,Nexora Care - Riverside,2024-03-23,17,5,Saturday,23,3,March,1,2024,12,1,False,No Holiday,Allergy Season,53.0,49.0,53.0,99.0,44.142857142857146,48.5,53.607142857142854
1,Nexora Care - Riverside,2024-03-25,33,0,Monday,25,3,March,1,2024,13,0,False,No Holiday,Allergy Season,17.0,15.0,56.0,71.0,39.57142857142857,45.92857142857143,50.67857142857143
1,Nexora Care - Riverside,2024-03-26,61,1,Tuesday,26,3,March,1,2024,13,0,False,No Holiday,Allergy Season,33.0,51.0,23.0,70.0,42.142857142857146,44.285714285714285,49.32142857142857
1,Nexora Care - Riverside,2024-03-27,45,2,Wednesday,27,3,March,1,2024,13,0,False,No Holiday,Allergy Season,61.0,51.0,57.0,66.0,43.57142857142857,47.0,49.0
1,Nexora Care - Riverside,2024-03-28,46,3,Thursday,28,3,March,1,2024,13,0,False,No Holiday,Allergy Season,45.0,46.0,65.0,18.0,42.714285714285715,46.142857142857146,48.25
1,Nexora Care - Riverside,2024-03-29,59,4,Friday,29,3,March,1,2024,13,0,False,No Holiday,Allergy Season,46.0,44.0,70.0,63.0,42.714285714285715,44.785714285714285,49.25
1,Nexora Care - Riverside,2024-03-30,12,5,Saturday,30,3,March,1,2024,13,1,False,No Holiday,Allergy Season,59.0,53.0,46.0,89.0,44.857142857142854,44.0,49.107142857142854
1,Nexora Care - Riverside,2024-04-01,63,0,Monday,1,4,April,2,2024,14,0,False,No Holiday,Allergy Season,12.0,17.0,49.0,65.0,39.0,41.57142857142857,46.357142857142854
1,Nexora Care - Riverside,2024-04-02,57,1,Tuesday,2,4,April,2,2024,14,0,False,No Holiday,Allergy Season,63.0,33.0,15.0,56.0,45.57142857142857,42.57142857142857,46.285714285714285
1,Nexora Care - Riverside,2024-04-03,52,2,Wednesday,3,4,April,2,2024,14,0,False,No Holiday,Allergy Season,57.0,61.0,51.0,42.0,49.0,45.57142857142857,46.32142857142857
1,Nexora Care - Riverside,2024-04-04,56,3,Thursday,4,4,April,2,2024,14,0,False,No Holiday,Allergy Season,52.0,45.0,51.0,17.0,47.714285714285715,45.642857142857146,46.67857142857143
1,Nexora Care - Riverside,2024-04-05,47,4,Friday,5,4,April,2,2024,14,0,False,No Holiday,Allergy Season,56.0,46.0,46.0,54.0,49.285714285714285,46.0,48.07142857142857
1,Nexora Care - Riverside,2024-04-06,16,5,Saturday,6,4,April,2,2024,14,1,False,No Holiday,Allergy Season,47.0,59.0,44.0,51.0,49.42857142857143,46.07142857142857,47.82142857142857
1,Nexora Care - Riverside,2024-04-08,63,0,Monday,8,4,April,2,2024,15,0,False,No Holiday,Allergy Season,16.0,12.0,53.0,61.0,43.285714285714285,44.07142857142857,46.57142857142857
1,Nexora Care - Riverside,2024-04-09,60,1,Tuesday,9,4,April,2,2024,15,0,False,No Holiday,Allergy Season,63.0,63.0,17.0,53.0,50.57142857142857,44.785714285714285,46.642857142857146
1,Nexora Care - Riverside,2024-04-10,59,2,Wednesday,10,4,April,2,2024,15,0,False,No Holiday,Allergy Season,60.0,57.0,33.0,56.0,50.142857142857146,47.857142857142854,46.892857142857146
1,Nexora Care - Riverside,2024-04-11,65,3,Thursday,11,4,April,2,2024,15,0,False,No Holiday,Allergy Season,59.0,52.0,61.0,23.0,50.42857142857143,49.714285714285715,47.0
1,Nexora Care - Riverside,2024-04-12,43,4,Friday,12,4,April,2,2024,15,0,False,No Holiday,Allergy Season,65.0,56.0,45.0,57.0,52.285714285714285,50.0,48.5
1,Nexora Care - Riverside,2024-04-13,27,5,Saturday,13,4,April,2,2024,15,1,False,No Holiday,Allergy Season,43.0,47.0,46.0,65.0,50.42857142857143,49.857142857142854,48.0
1,Nexora Care - Riverside,2024-04-15,58,0,Monday,15,4,April,2,2024,16,0,False,No Holiday,Allergy Season,27.0,16.0,59.0,70.0,47.57142857142857,48.5,46.642857142857146
1,Nexora Care - Riverside,2024-04-16,51,1,Tuesday,16,4,April,2,2024,16,0,False,No Holiday,Allergy Season,58.0,63.0,12.0,46.0,53.57142857142857,48.42857142857143,46.214285714285715
1,Nexora Care - Riverside,2024-04-17,55,2,Wednesday,17,4,April,2,2024,16,0,False,No Holiday,Allergy Season,51.0,60.0,63.0,49.0,51.857142857142854,51.214285714285715,46.392857142857146
1,Nexora Care - Riverside,2024-04-18,58,3,Thursday,18,4,April,2,2024,16,0,False,No Holiday,Allergy Season,55.0,59.0,57.0,15.0,51.142857142857146,50.642857142857146,46.607142857142854
1,Nexora Care - Riverside,2024-04-19,57,4,Friday,19,4,April,2,2024,16,0,False,No Holiday,Allergy Season,58.0,65.0,52.0,51.0,51.0,50.714285714285715,48.142857142857146
1,Nexora Care - Riverside,2024-04-20,14,5,Saturday,20,4,April,2,2024,16,1,False,No Holiday,Allergy Season,57.0,43.0,56.0,51.0,49.857142857142854,51.07142857142857,48.357142857142854
1,Nexora Care - Riverside,2024-04-22,68,0,Monday,22,4,April,2,2024,17,0,False,No Holiday,Allergy Season,14.0,27.0,47.0,46.0,45.714285714285715,48.07142857142857,47.035714285714285
1,Nexora Care - Riverside,2024-04-23,63,1,Tuesday,23,4,April,2,2024,17,0,False,No Holiday,Allergy Season,68.0,58.0,16.0,44.0,51.57142857142857,49.57142857142857,47.82142857142857
1,Nexora Care - Riverside,2024-04-24,65,2,Wednesday,24,4,April,2,2024,17,0,False,No Holiday,Allergy Season,63.0,51.0,63.0,53.0,52.285714285714285,52.92857142857143,48.5
1,Nexora Care - Riverside,2024-04-25,46,3,Thursday,25,4,April,2,2024,17,0,False,No Holiday,Allergy Season,65.0,55.0,60.0,17.0,54.285714285714285,53.07142857142857,48.92857142857143
1,Nexora Care - Riverside,2024-04-26,62,4,Friday,26,4,April,2,2024,17,0,False,No Holiday,Allergy Season,46.0,58.0,59.0,33.0,53.0,52.07142857142857,49.964285714285715
1,Nexora Care - Riverside,2024-04-27,19,5,Saturday,27,4,April,2,2024,17,1,False,No Holiday,Allergy Season,62.0,57.0,65.0,61.0,53.57142857142857,52.285714285714285,51.0
1,Nexora Care - Riverside,2024-04-29,55,0,Monday,29,4,April,2,2024,18,0,False,No Holiday,Allergy Season,19.0,14.0,43.0,45.0,48.142857142857146,49.0,49.5
1,Nexora Care - Riverside,2024-04-30,69,1,Tuesday,30,4,April,2,2024,18,0,False,No Holiday,Allergy Season,55.0,68.0,27.0,46.0,54.0,49.857142857142854,49.857142857142854
1,Nexora Care - Riverside,2024-05-01,68,2,Wednesday,1,5,May,2,2024,18,0,False,No Holiday,Allergy Season,69.0,63.0,58.0,59.0,54.142857142857146,52.857142857142854,50.67857142857143
1,Nexora Care - Riverside,2024-05-02,70,3,Thursday,2,5,May,2,2024,18,0,False,No Holiday,Allergy Season,68.0,65.0,51.0,12.0,54.857142857142854,53.57142857142857,51.0
1,Nexora Care - Riverside,2024-05-03,68,4,Friday,3,5,May,2,2024,18,0,False,No Holiday,Allergy Season,70.0,46.0,55.0,63.0,55.57142857142857,54.92857142857143,53.07142857142857
1,Nexora Care - Riverside,2024-05-04,16,5,Saturday,4,5,May,2,2024,18,1,False,No Holiday,Allergy Season,68.0,62.0,58.0,57.0,58.714285714285715,55.857142857142854,53.25
1,Nexora Care - Riverside,2024-05-06,61,0,Monday,6,5,May,2,2024,19,0,False,No Holiday,Allergy Season,16.0,19.0,57.0,52.0,52.142857142857146,52.857142857142854,51.785714285714285
1,Nexora Care - Riverside,2024-05-07,54,1,Tuesday,7,5,May,2,2024,19,0,False,No Holiday,Allergy Season,61.0,55.0,14.0,56.0,58.142857142857146,53.142857142857146,52.107142857142854
1,Nexora Care - Riverside,2024-05-08,55,2,Wednesday,8,5,May,2,2024,19,0,False,No Holiday,Allergy Season,54.0,69.0,68.0,47.0,58.0,56.0,52.035714285714285
1,Nexora Care - Riverside,2024-05-09,66,3,Thursday,9,5,May,2,2024,19,0,False,No Holiday,Allergy Season,55.0,68.0,63.0,16.0,56.0,55.07142857142857,52.32142857142857
1,Nexora Care - Riverside,2024-05-10,37,4,Friday,10,5,May,2,2024,19,0,False,No Holiday,Allergy Season,66.0,70.0,65.0,63.0,55.714285714285715,55.285714285714285,54.107142857142854
1,Nexora Care - Riverside,2024-05-11,24,5,Saturday,11,5,May,2,2024,19,1,False,No Holiday,Allergy Season,37.0,68.0,46.0,60.0,51.0,53.285714285714285,53.17857142857143
1,Nexora Care - Riverside,2024-05-13,55,0,Monday,13,5,May,2,2024,20,0,False,No Holiday,Allergy Season,24.0,16.0,62.0,59.0,44.714285714285715,51.714285714285715,51.892857142857146
1,Nexora Care - Riverside,2024-05-14,56,1,Tuesday,14,5,May,2,2024,20,0,False,No Holiday,Allergy Season,55.0,61.0,19.0,65.0,50.285714285714285,51.214285714285715,51.75
1,Nexora Care - Riverside,2024-05-15,68,2,Wednesday,15,5,May,2,2024,20,0,False,No Holiday,Allergy Season,56.0,54.0,55.0,43.0,49.57142857142857,53.857142857142854,51.42857142857143
1,Nexora Care - Riverside,2024-05-16,66,3,Thursday,16,5,May,2,2024,20,0,False,No Holiday,Allergy Season,68.0,55.0,69.0,27.0,51.57142857142857,54.785714285714285,52.32142857142857
1,Nexora Care - Riverside,2024-05-17,38,4,Friday,17,5,May,2,2024,20,0,False,No Holiday,Allergy Season,66.0,66.0,68.0,58.0,53.142857142857146,54.57142857142857,53.714285714285715
1,Nexora Care - Riverside,2024-05-18,20,5,Saturday,18,5,May,2,2024,20,1,False,No Holiday,Allergy Season,38.0,37.0,70.0,51.0,49.142857142857146,52.42857142857143,53.0
1,Nexora Care - Riverside,2024-05-20,58,0,Monday,20,5,May,2,2024,21,0,False,No Holiday,Allergy Season,20.0,24.0,68.0,55.0,46.714285714285715,48.857142857142854,51.892857142857146
1,Nexora Care - Riverside,2024-05-21,56,1,Tuesday,21,5,May,2,2024,21,0,False,No Holiday,Allergy Season,58.0,55.0,16.0,58.0,51.57142857142857,48.142857142857146,52.0
1,Nexora Care - Riverside,2024-05-22,54,2,Wednesday,22,5,May,2,2024,21,0,False,No Holiday,Allergy Season,56.0,56.0,61.0,57.0,51.714285714285715,51.0,51.92857142857143
1,Nexora Care - Riverside,2024-05-23,46,3,Thursday,23,5,May,2,2024,21,0,False,No Holiday,Allergy Season,54.0,68.0,54.0,14.0,51.42857142857143,50.5,51.82142857142857
1,Nexora Care - Riverside,2024-05-24,46,4,Friday,24,5,May,2,2024,21,0,False,No Holiday,Allergy Season,46.0,66.0,55.0,68.0,48.285714285714285,49.92857142857143,52.964285714285715
1,Nexora Care - Riverside,2024-05-25,15,5,Saturday,25,5,May,2,2024,21,1,False,No Holiday,Allergy Season,46.0,38.0,66.0,63.0,45.42857142857143,49.285714285714285,52.17857142857143
1,Nexora Care - Riverside,2024-05-27,8,0,Monday,27,5,May,2,2024,22,0,True,Memorial Day,Allergy Season,15.0,20.0,37.0,65.0,42.142857142857146,45.642857142857146,50.464285714285715
1,Nexora Care - Riverside,2024-05-28,82,1,Tuesday,28,5,May,2,2024,22,0,False,No Holiday,Allergy Season,8.0,58.0,24.0,46.0,40.42857142857143,43.57142857142857,48.42857142857143
1,Nexora Care - Riverside,2024-05-29,58,2,Wednesday,29,5,May,2,2024,22,0,False,No Holiday,Allergy Season,82.0,56.0,55.0,62.0,43.857142857142854,47.714285714285715,49.714285714285715
1,Nexora Care - Riverside,2024-05-30,50,3,Thursday,30,5,May,2,2024,22,0,False,No Holiday,Allergy Season,58.0,54.0,56.0,19.0,44.142857142857146,47.92857142857143,49.57142857142857
1,Nexora Care - Riverside,2024-05-31,42,4,Friday,31,5,May,2,2024,22,0,False,No Holiday,Allergy Season,50.0,46.0,68.0,55.0,43.57142857142857,47.5,50.67857142857143
1,Nexora Care - Riverside,2024-06-01,17,5,Saturday,1,6,June,2,2024,22,1,False,No Holiday,Standard,42.0,46.0,66.0,69.0,43.0,45.642857142857146,50.214285714285715
1,Nexora Care - Riverside,2024-06-03,51,0,Monday,3,6,June,2,2024,23,0,False,No Holiday,Standard,17.0,15.0,38.0,68.0,38.857142857142854,42.142857142857146,48.357142857142854
1,Nexora Care - Riverside,2024-06-04,60,1,Tuesday,4,6,June,2,2024,23,0,False,No Holiday,Standard,51.0,8.0,20.0,70.0,44.0,43.07142857142857,47.75
1,Nexora Care - Riverside,2024-06-05,49,2,Wednesday,5,6,June,2,2024,23,0,False,No Holiday,Standard,60.0,82.0,58.0,68.0,51.42857142857143,45.92857142857143,47.392857142857146
1,Nexora Care - Riverside,2024-06-06,59,3,Thursday,6,6,June,2,2024,23,0,False,No Holiday,Standard,49.0,58.0,56.0,16.0,46.714285714285715,45.285714285714285,46.714285714285715
1,Nexora Care - Riverside,2024-06-07,49,4,Friday,7,6,June,2,2024,23,0,False,No Holiday,Standard,59.0,50.0,54.0,61.0,46.857142857142854,45.5,48.25
1,Nexora Care - Riverside,2024-06-08,14,5,Saturday,8,6,June,2,2024,23,1,False,No Holiday,Standard,49.0,42.0,46.0,54.0,46.714285714285715,45.142857142857146,47.82142857142857
1,Nexora Care - Riverside,2024-06-10,57,0,Monday,10,6,June,2,2024,24,0,False,No Holiday,Standard,14.0,17.0,46.0,55.0,42.714285714285715,42.857142857142854,46.392857142857146
1,Nexora Care - Riverside,2024-06-11,46,1,Tuesday,11,6,June,2,2024,24,0,False,No Holiday,Standard,57.0,51.0,15.0,66.0,48.42857142857143,43.642857142857146,46.464285714285715
1,Nexora Care - Riverside,2024-06-12,60,2,Wednesday,12,6,June,2,2024,24,0,False,No Holiday,Standard,46.0,60.0,8.0,37.0,47.714285714285715,45.857142857142854,45.75
1,Nexora Care - Riverside,2024-06-13,49,3,Thursday,13,6,June,2,2024,24,0,False,No Holiday,Standard,60.0,49.0,82.0,24.0,47.714285714285715,49.57142857142857,46.57142857142857
1,Nexora Care - Riverside,2024-06-14,46,4,Friday,14,6,June,2,2024,24,0,False,No Holiday,Standard,49.0,59.0,58.0,55.0,47.714285714285715,47.214285714285715,47.464285714285715
1,Nexora Care - Riverside,2024-06-15,14,5,Saturday,15,6,June,2,2024,24,1,False,No Holiday,Standard,46.0,49.0,50.0,56.0,45.857142857142854,46.357142857142854,47.142857142857146
1,Nexora Care - Riverside,2024-06-17,47,0,Monday,17,6,June,2,2024,25,0,False,No Holiday,Standard,14.0,14.0,42.0,68.0,40.857142857142854,43.785714285714285,45.642857142857146
